,drug_name,ade_type,n_manual,n_gpt,tp,fp,fn,precision,recall,f1
40,IMBRUVICA,all,70,64,58,6.0,12,0.90625,0.8285714285714286,0.8656716417910447
41,IMBRUVICA,exact-meddra,55,64,51,,4,,0.9272727272727272,
42,IMBRUVICA,non-meddra,15,64,7,,8,,0.4666666666666667,
43,IMBRUVICA,negated,0,64,0,,0,,,
44,IMBRUVICA,discontinuous,2,64,0,,2,,0.0,
45,ULORIC,all,210,163,155,8.0,55,0.950920245398773,0.7380952380952381,0.8310991957104558
46,ULORIC,exact-meddra,187,163,148,,39,,0.7914438502673797,
47,ULORIC,non-meddra,23,163,7,,16,,0.30434782608695654,
48,ULORIC,negated,0,163,0,,0,,,
49,ULORIC,discontinuous,18,163,4,,14,,0.2222222222222222,
50,CIMZIA,all,99,65,59,6.0,40,0.9076923076923077,0.5959595959595959,0.7195121951219511
51,CIMZIA,exact-meddra,76,65,55,,21,,0.7236842105263158,
52,CIMZIA,non-meddra,23,65,4,,19,,0.17391304347826086,
53,CIMZIA,negated,1,65,0,,1,,0.0,
54,CIMZIA,discontinuous,8,65,0,,8,,0.0,
55,KALYDECO,all,40,26,26,0.0,14,1.0,0.65,0.787878787878788
56,KALYDECO,exact-meddra,24,26,24,,0,,1.0,
57,KALYDECO,non-meddra,16,26,2,,14,,0.125,
58,KALYDECO,negated,0,26,0,,0,,,
59,KALYDECO,discontinuous,10,26,0,,10,,0.0,
60,FULYZAQ,all,36,36,36,0.0,0,1.0,1.0,1.0
61,FULYZAQ,exact-meddra,30,36,30,,0,,1.0,
62,FULYZAQ,non-meddra,6,36,6,,0,,1.0,
63,FULYZAQ,negated,0,36,0,,0,,,
64,FULYZAQ,discontinuous,0,36,0,,0,,,
65,QUTENZA,all,40,37,37,0.0,3,1.0,0.925,0.961038961038961
66,QUTENZA,exact-meddra,34,37,34,,0,,1.0,
67,QUTENZA,non-meddra,6,37,3,,3,,0.5,
68,QUTENZA,negated,0,37,0,,0,,,
69,QUTENZA,discontinuous,0,37,0,,0,,,
70,GRANIX,all,8,13,6,7.0,2,0.46153846153846156,0.75,0.5714285714285714
71,GRANIX,exact-meddra,5,13,5,,0,,1.0,
72,GRANIX,non-meddra,3,13,1,,2,,0.3333333333333333,
73,GRANIX,negated,0,13,0,,0,,,
74,GRANIX,discontinuous,0,13,0,,0,,,
75,COARTEM,all,81,79,78,1.0,3,0.9873417721518988,0.9629629629629629,0.975
76,COARTEM,exact-meddra,78,79,77,,1,,0.9871794871794872,
77,COARTEM,non-meddra,3,79,1,,2,,0.3333333333333333,
78,COARTEM,negated,0,79,0,,0,,,
79,COARTEM,discontinuous,0,79,0,,0,,,
80,APTIOM,all,42,58,36,22.0,6,0.6206896551724138,0.8571428571428571,0.7200000000000001
81,APTIOM,exact-meddra,34,58,31,,3,,0.9117647058823529,
82,APTIOM,non-meddra,8,58,5,,3,,0.625,
83,APTIOM,negated,0,58,0,,0,,,
84,APTIOM,discontinuous,1,58,0,,1,,0.0,
85,PROLIA,all,69,48,40,8.0,29,0.8333333333333334,0.5797101449275363,0.6837606837606838
86,PROLIA,exact-meddra,43,48,37,,6,,0.8604651162790697,
87,PROLIA,non-meddra,26,48,3,,23,,0.11538461538461539,
88,PROLIA,negated,2,48,0,,2,,0.0,
89,PROLIA,discontinuous,8,48,0,,8,,0.0,
90,BLINCYTO,all,94,76,72,4.0,22,0.9473684210526315,0.7659574468085106,0.8470588235294116
91,BLINCYTO,exact-meddra,78,76,60,,18,,0.7692307692307693,
92,BLINCYTO,non-meddra,16,76,12,,4,,0.75,
93,BLINCYTO,negated,1,76,0,,1,,0.0,
94,BLINCYTO,discontinuous,1,76,0,,1,,0.0,
95,STENDRA,all,55,55,53,2.0,2,0.9636363636363636,0.9636363636363636,0.9636363636363636
96,STENDRA,exact-meddra,53,55,52,,1,,0.9811320754716981,
97,STENDRA,non-meddra,2,55,1,,1,,0.5,
98,STENDRA,negated,0,55,0,,0,,,
99,STENDRA,discontinuous,0,55,0,,0,,,
100,XIAFLEX,all,71,37,32,5.0,39,0.8648648648648649,0.4507042253521127,0.5925925925925926
101,XIAFLEX,exact-meddra,48,37,28,,20,,0.5833333333333334,
102,XIAFLEX,non-meddra,23,37,4,,19,,0.17391304347826086,
103,XIAFLEX,negated,0,37,0,,0,,,
104,XIAFLEX,discontinuous,9,37,0,,9,,0.0,
105,XEOMIN,all,46,41,37,4.0,9,0.9024390243902439,0.8043478260869565,0.8505747126436782
106,XEOMIN,exact-meddra,40,41,33,,7,,0.825,
107,XEOMIN,non-meddra,6,41,4,,2,,0.6666666666666666,
108,XEOMIN,negated,1,41,1,,0,,1.0,
109,XEOMIN,discontinuous,5,41,0,,5,,0.0,
110,GILOTRIF,all,49,35,32,3.0,17,0.9142857142857143,0.6530612244897959,0.7619047619047618
111,GILOTRIF,exact-meddra,42,35,28,,14,,0.6666666666666666,
112,GILOTRIF,non-meddra,7,35,4,,3,,0.5714285714285714,
113,GILOTRIF,negated,0,35,0,,0,,,
114,GILOTRIF,discontinuous,1,35,1,,0,,1.0,
115,TREANDA,all,122,105,94,11.0,28,0.8952380952380953,0.7704918032786885,0.8281938325991188
116,TREANDA,exact-meddra,99,105,86,,13,,0.8686868686868687,
117,TREANDA,non-meddra,23,105,8,,15,,0.34782608695652173,
118,TREANDA,negated,0,105,0,,0,,,
119,TREANDA,discontinuous,14,105,1,,13,,0.07142857142857142,
120,CHOLINE,all,1,1,0,1.0,1,0.0,0.0,
121,CHOLINE,exact-meddra,1,1,0,,1,,0.0,
122,CHOLINE,non-meddra,0,1,0,,0,,,
123,CHOLINE,negated,0,1,0,,0,,,
124,CHOLINE,discontinuous,0,1,0,,0,,,
125,ERWINAZE,all,29,23,19,4.0,10,0.8260869565217391,0.6551724137931034,0.7307692307692308
126,ERWINAZE,exact-meddra,19,23,15,,4,,0.7894736842105263,
127,ERWINAZE,non-meddra,10,23,4,,6,,0.4,
128,ERWINAZE,negated,3,23,1,,2,,0.3333333333333333,
129,ERWINAZE,discontinuous,4,23,0,,4,,0.0,
130,TRULICITY,all,48,31,23,8.0,25,0.7419354838709677,0.4791666666666667,0.5822784810126582
131,TRULICITY,exact-meddra,30,31,17,,13,,0.5666666666666667,
132,TRULICITY,non-meddra,18,31,6,,12,,0.3333333333333333,
133,TRULICITY,negated,0,31,0,,0,,,
134,TRULICITY,discontinuous,7,31,0,,7,,0.0,
135,ADREVIEW,all,11,9,7,2.0,4,0.7777777777777778,0.6363636363636364,0.7000000000000001
136,ADREVIEW,exact-meddra,8,9,5,,3,,0.625,
137,ADREVIEW,non-meddra,3,9,2,,1,,0.6666666666666666,
138,ADREVIEW,negated,0,9,0,,0,,,
139,ADREVIEW,discontinuous,3,9,0,,3,,0.0,
140,DOTAREM,all,59,58,54,4.0,5,0.9310344827586207,0.9152542372881356,0.923076923076923
141,DOTAREM,exact-meddra,54,58,49,,5,,0.9074074074074074,
142,DOTAREM,non-meddra,5,58,5,,0,,1.0,
143,DOTAREM,negated,1,58,1,,0,,1.0,
144,DOTAREM,discontinuous,4,58,0,,4,,0.0,
145,PRADAXA,all,58,37,30,7.0,28,0.8108108108108109,0.5172413793103449,0.631578947368421
146,PRADAXA,exact-meddra,35,37,28,,7,,0.8,
147,PRADAXA,non-meddra,23,37,2,,21,,0.08695652173913043,
148,PRADAXA,negated,0,37,0,,0,,,
149,PRADAXA,discontinuous,8,37,0,,8,,0.0,
150,ELIQUIS,all,105,58,55,3.0,50,0.9482758620689655,0.5238095238095238,0.6748466257668712
151,ELIQUIS,exact-meddra,69,58,44,,25,,0.6376811594202898,
152,ELIQUIS,non-meddra,36,58,11,,25,,0.3055555555555556,
153,ELIQUIS,negated,1,58,1,,0,,1.0,
154,ELIQUIS,discontinuous,15,58,2,,13,,0.13333333333333333,
155,ZERBAXA,all,48,56,42,14.0,6,0.75,0.875,0.8076923076923077
156,ZERBAXA,exact-meddra,38,56,37,,1,,0.9736842105263158,
157,ZERBAXA,non-meddra,10,56,5,,5,,0.5,
158,ZERBAXA,negated,0,56,0,,0,,,
159,ZERBAXA,discontinuous,2,56,0,,2,,0.0,
160,FERRIPROX,all,85,82,82,0.0,3,1.0,0.9647058823529412,0.9820359281437125
161,FERRIPROX,exact-meddra,80,82,79,,1,,0.9875,
162,FERRIPROX,non-meddra,5,82,3,,2,,0.6,
163,FERRIPROX,negated,0,82,0,,0,,,
164,FERRIPROX,discontinuous,1,82,0,,1,,0.0,
165,DALVANCE,all,38,36,36,0.0,2,1.0,0.9473684210526315,0.972972972972973
166,DALVANCE,exact-meddra,33,36,33,,0,,1.0,
167,DALVANCE,non-meddra,5,36,3,,2,,0.6,
168,DALVANCE,negated,1,36,0,,1,,0.0,
169,DALVANCE,discontinuous,0,36,0,,0,,,
170,ARCAPTA,all,31,28,27,1.0,4,0.9642857142857143,0.8709677419354839,0.9152542372881356
171,ARCAPTA,exact-meddra,26,28,25,,1,,0.9615384615384616,
172,ARCAPTA,non-meddra,5,28,2,,3,,0.4,
173,ARCAPTA,negated,1,28,0,,1,,0.0,
174,ARCAPTA,discontinuous,0,28,0,,0,,,
175,CERDELGA,all,19,19,19,0.0,0,1.0,1.0,1.0
176,CERDELGA,exact-meddra,18,19,18,,0,,1.0,
177,CERDELGA,non-meddra,1,19,1,,0,,1.0,
178,CERDELGA,negated,0,19,0,,0,,,
179,CERDELGA,discontinuous,0,19,0,,0,,,
180,GADAVIST,all,54,42,39,3.0,15,0.9285714285714286,0.7222222222222222,0.8125000000000001
181,GADAVIST,exact-meddra,49,42,37,,12,,0.7551020408163265,
182,GADAVIST,non-meddra,5,42,2,,3,,0.4,
183,GADAVIST,negated,0,42,0,,0,,,
184,GADAVIST,discontinuous,5,42,0,,5,,0.0,
185,ZYKADIA,all,72,38,32,6.0,40,0.8421052631578947,0.4444444444444444,0.5818181818181818
186,ZYKADIA,exact-meddra,59,38,28,,31,,0.4745762711864407,
187,ZYKADIA,non-meddra,13,38,4,,9,,0.3076923076923077,
188,ZYKADIA,negated,0,38,0,,0,,,
189,ZYKADIA,discontinuous,5,38,0,,5,,0.0,
190,XALKORI,all,80,61,55,6.0,25,0.9016393442622951,0.6875,0.7801418439716312
191,XALKORI,exact-meddra,61,61,51,,10,,0.8360655737704918,
192,XALKORI,non-meddra,19,61,4,,15,,0.21052631578947367,
193,XALKORI,negated,0,61,0,,0,,,
194,XALKORI,discontinuous,6,61,2,,4,,0.3333333333333333,
195,BEPREVE,all,10,10,9,1.0,1,0.9,0.9,0.9
196,BEPREVE,exact-meddra,6,10,6,,0,,1.0,
197,BEPREVE,non-meddra,4,10,3,,1,,0.75,
198,BEPREVE,negated,0,10,0,,0,,,
199,BEPREVE,discontinuous,2,10,2,,0,,1.0,
200,EDARBI,all,25,19,19,0.0,6,1.0,0.76,0.8636363636363636
201,EDARBI,exact-meddra,14,19,13,,1,,0.9285714285714286,
202,EDARBI,non-meddra,11,19,6,,5,,0.5454545454545454,
203,EDARBI,negated,0,19,0,,0,,,
204,EDARBI,discontinuous,8,19,4,,4,,0.5,
205,POTIGA,all,66,64,62,2.0,4,0.96875,0.9393939393939394,0.9538461538461539
206,POTIGA,exact-meddra,59,64,56,,3,,0.9491525423728814,
207,POTIGA,non-meddra,7,64,6,,1,,0.8571428571428571,
208,POTIGA,negated,0,64,0,,0,,,
209,POTIGA,discontinuous,1,64,0,,1,,0.0,
210,TUDORZA,all,28,26,24,2.0,4,0.9230769230769231,0.8571428571428571,0.888888888888889
211,TUDORZA,exact-meddra,22,26,21,,1,,0.9545454545454546,
212,TUDORZA,non-meddra,6,26,3,,3,,0.5,
213,TUDORZA,negated,0,26,0,,0,,,
214,TUDORZA,discontinuous,2,26,0,,2,,0.0,
215,PROMACTA,all,66,51,50,1.0,16,0.9803921568627451,0.7575757575757576,0.8547008547008548
216,PROMACTA,exact-meddra,52,51,47,,5,,0.9038461538461539,
217,PROMACTA,non-meddra,14,51,3,,11,,0.21428571428571427,
218,PROMACTA,negated,0,51,0,,0,,,
219,PROMACTA,discontinuous,2,51,0,,2,,0.0,
220,INLYTA,all,79,78,75,3.0,4,0.9615384615384616,0.9493670886075949,0.9554140127388535
221,INLYTA,exact-meddra,66,78,66,,0,,1.0,
222,INLYTA,non-meddra,13,78,9,,4,,0.6923076923076923,
223,INLYTA,negated,0,78,0,,0,,,
224,INLYTA,discontinuous,3,78,1,,2,,0.3333333333333333,
225,NORTHERA,all,15,14,11,3.0,4,0.7857142857142857,0.7333333333333333,0.7586206896551724
226,NORTHERA,exact-meddra,9,14,8,,1,,0.8888888888888888,
227,NORTHERA,non-meddra,6,14,3,,3,,0.5,
228,NORTHERA,negated,0,14,0,,0,,,
229,NORTHERA,discontinuous,3,14,0,,3,,0.0,
230,JARDIANCE,all,61,42,39,3.0,22,0.9285714285714286,0.639344262295082,0.7572815533980584
231,JARDIANCE,exact-meddra,40,42,33,,7,,0.825,
232,JARDIANCE,non-meddra,21,42,6,,15,,0.2857142857142857,
233,JARDIANCE,negated,0,42,0,,0,,,
234,JARDIANCE,discontinuous,3,42,0,,3,,0.0,
235,FANAPT,all,131,116,116,0.0,15,1.0,0.8854961832061069,0.9392712550607287
236,FANAPT,exact-meddra,125,116,116,,9,,0.928,
237,FANAPT,non-meddra,6,116,0,,6,,0.0,
238,FANAPT,negated,0,116,0,,0,,,
239,FANAPT,discontinuous,7,116,0,,7,,0.0,
240,TANZEUM,all,44,32,27,5.0,17,0.84375,0.6136363636363636,0.7105263157894737
241,TANZEUM,exact-meddra,29,32,26,,3,,0.896551724137931,
242,TANZEUM,non-meddra,15,32,1,,14,,0.06666666666666667,
243,TANZEUM,negated,1,32,1,,0,,1.0,
244,TANZEUM,discontinuous,3,32,0,,3,,0.0,
245,EYLEA,all,25,24,24,0.0,1,1.0,0.96,0.9795918367346939
246,EYLEA,exact-meddra,20,24,19,,1,,0.95,
247,EYLEA,non-meddra,5,24,5,,0,,1.0,
248,EYLEA,negated,0,24,0,,0,,,
249,EYLEA,discontinuous,0,24,0,,0,,,
250,JEVTANA,all,58,46,46,0.0,12,1.0,0.7931034482758621,0.8846153846153846
251,JEVTANA,exact-meddra,43,46,40,,3,,0.9302325581395349,
252,JEVTANA,non-meddra,15,46,6,,9,,0.4,
253,JEVTANA,negated,1,46,0,,1,,0.0,
254,JEVTANA,discontinuous,0,46,0,,0,,,
255,YERVOY,all,35,30,28,2.0,7,0.9333333333333333,0.8,0.8615384615384616
256,YERVOY,exact-meddra,25,30,20,,5,,0.8,
257,YERVOY,non-meddra,10,30,8,,2,,0.8,
258,YERVOY,negated,0,30,0,,0,,,
259,YERVOY,discontinuous,0,30,0,,0,,,
260,FARXIGA,all,86,32,26,6.0,60,0.8125,0.3023255813953488,0.44067796610169485
261,FARXIGA,exact-meddra,48,32,17,,31,,0.3541666666666667,
262,FARXIGA,non-meddra,38,32,9,,29,,0.23684210526315788,
263,FARXIGA,negated,0,32,0,,0,,,
264,FARXIGA,discontinuous,11,32,0,,11,,0.0,
265,PICATO,all,36,24,18,6.0,18,0.75,0.5,0.6
266,PICATO,exact-meddra,19,24,15,,4,,0.7894736842105263,
267,PICATO,non-meddra,17,24,3,,14,,0.17647058823529413,
268,PICATO,negated,0,24,0,,0,,,
269,PICATO,discontinuous,18,24,0,,18,,0.0,
270,PRISTIQ,all,86,76,62,14.0,24,0.8157894736842105,0.7209302325581395,0.765432098765432
271,PRISTIQ,exact-meddra,66,76,59,,7,,0.8939393939393939,
272,PRISTIQ,non-meddra,20,76,3,,17,,0.15,
273,PRISTIQ,negated,0,76,0,,0,,,
274,PRISTIQ,discontinuous,9,76,0,,9,,0.0,
275,STRIBILD,all,99,65,60,5.0,39,0.9230769230769231,0.6060606060606061,0.7317073170731707
276,STRIBILD,exact-meddra,59,65,54,,5,,0.9152542372881356,
277,STRIBILD,non-meddra,40,65,6,,34,,0.15,
278,STRIBILD,negated,0,65,0,,0,,,
279,STRIBILD,discontinuous,18,65,1,,17,,0.05555555555555555,
280,NULOJIX,all,98,69,65,4.0,33,0.9420289855072463,0.6632653061224489,0.778443113772455
281,NULOJIX,exact-meddra,67,69,55,,12,,0.8208955223880597,
282,NULOJIX,non-meddra,31,69,10,,21,,0.3225806451612903,
283,NULOJIX,negated,4,69,3,,1,,0.75,
284,NULOJIX,discontinuous,7,69,0,,7,,0.0,
285,LUMIZYME,all,84,74,69,5.0,15,0.9324324324324325,0.8214285714285714,0.8734177215189872
286,LUMIZYME,exact-meddra,72,74,63,,9,,0.875,
287,LUMIZYME,non-meddra,12,74,6,,6,,0.5,
288,LUMIZYME,negated,0,74,0,,0,,,
289,LUMIZYME,discontinuous,3,74,1,,2,,0.3333333333333333,
290,EOVIST,all,58,49,45,4.0,13,0.9183673469387755,0.7758620689655172,0.8411214953271028
291,EOVIST,exact-meddra,49,49,40,,9,,0.8163265306122449,
292,EOVIST,non-meddra,9,49,5,,4,,0.5555555555555556,
293,EOVIST,negated,0,49,0,,0,,,
294,EOVIST,discontinuous,8,49,1,,7,,0.125,
295,BELEODAQ,all,37,35,35,0.0,2,1.0,0.9459459459459459,0.9722222222222222
296,BELEODAQ,exact-meddra,32,35,31,,1,,0.96875,
297,BELEODAQ,non-meddra,5,35,4,,1,,0.8,
298,BELEODAQ,negated,0,35,0,,0,,,
299,BELEODAQ,discontinuous,0,35,0,,0,,,
300,VICTRELIS,all,47,41,35,6.0,12,0.8536585365853658,0.7446808510638298,0.7954545454545454
301,VICTRELIS,exact-meddra,36,41,35,,1,,0.9722222222222222,
302,VICTRELIS,non-meddra,11,41,0,,11,,0.0,
303,VICTRELIS,negated,0,41,0,,0,,,
304,VICTRELIS,discontinuous,7,41,0,,7,,0.0,
305,VIMIZIM,all,9,12,9,3.0,0,0.75,1.0,0.8571428571428571
306,VIMIZIM,exact-meddra,8,12,8,,0,,1.0,
307,VIMIZIM,non-meddra,1,12,1,,0,,1.0,
308,VIMIZIM,negated,0,12,0,,0,,,
309,VIMIZIM,discontinuous,0,12,0,,0,,,
310,SIRTURO,all,18,14,13,1.0,5,0.9285714285714286,0.7222222222222222,0.8125000000000001
311,SIRTURO,exact-meddra,11,14,11,,0,,1.0,
312,SIRTURO,non-meddra,7,14,2,,5,,0.2857142857142857,
313,SIRTURO,negated,1,14,0,,1,,0.0,
314,SIRTURO,discontinuous,2,14,0,,2,,0.0,
315,NEURACEQ,all,6,3,0,3.0,6,0.0,0.0,
316,NEURACEQ,exact-meddra,5,3,0,,5,,0.0,
317,NEURACEQ,non-meddra,1,3,0,,1,,0.0,
318,NEURACEQ,negated,0,3,0,,0,,,
319,NEURACEQ,discontinuous,3,3,0,,3,,0.0,
320,COMETRIQ,all,72,61,61,0.0,11,1.0,0.8472222222222222,0.9172932330827067
321,COMETRIQ,exact-meddra,52,61,49,,3,,0.9423076923076923,
322,COMETRIQ,non-meddra,20,61,12,,8,,0.6,
323,COMETRIQ,negated,3,61,2,,1,,0.6666666666666666,
324,COMETRIQ,discontinuous,2,61,0,,2,,0.0,
325,AFINITOR,all,221,115,104,11.0,117,0.9043478260869565,0.47058823529411764,0.6190476190476191
326,AFINITOR,exact-meddra,174,115,88,,86,,0.5057471264367817,
327,AFINITOR,non-meddra,47,115,16,,31,,0.3404255319148936,
328,AFINITOR,negated,1,115,0,,1,,0.0,
329,AFINITOR,discontinuous,18,115,1,,17,,0.05555555555555555,
330,BREO,all,43,42,40,2.0,3,0.9523809523809523,0.9302325581395349,0.9411764705882352
331,BREO,exact-meddra,38,42,36,,2,,0.9473684210526315,
332,BREO,non-meddra,5,42,4,,1,,0.8,
333,BREO,negated,0,42,0,,0,,,
334,BREO,discontinuous,0,42,0,,0,,,
335,FIRAZYR,all,9,7,7,0.0,2,1.0,0.7777777777777778,0.8750000000000001
336,FIRAZYR,exact-meddra,6,7,5,,1,,0.8333333333333334,
337,FIRAZYR,non-meddra,3,7,2,,1,,0.6666666666666666,
338,FIRAZYR,negated,0,7,0,,0,,,
339,FIRAZYR,discontinuous,0,7,0,,0,,,
340,INVOKANA,all,89,49,42,7.0,47,0.8571428571428571,0.47191011235955055,0.6086956521739131
341,INVOKANA,exact-meddra,34,49,28,,6,,0.8235294117647058,
342,INVOKANA,non-meddra,55,49,14,,41,,0.2545454545454545,
343,INVOKANA,negated,0,49,0,,0,,,
344,INVOKANA,discontinuous,16,49,2,,14,,0.125,
345,VORAXAZE,all,22,21,13,8.0,9,0.6190476190476191,0.5909090909090909,0.6046511627906977
346,VORAXAZE,exact-meddra,17,21,11,,6,,0.6470588235294118,
347,VORAXAZE,non-meddra,5,21,2,,3,,0.4,
348,VORAXAZE,negated,0,21,0,,0,,,
349,VORAXAZE,discontinuous,0,21,0,,0,,,
350,NESINA,all,18,17,15,2.0,3,0.8823529411764706,0.8333333333333334,0.8571428571428571
351,NESINA,exact-meddra,14,17,13,,1,,0.9285714285714286,
352,NESINA,non-meddra,4,17,2,,2,,0.5,
353,NESINA,negated,0,17,0,,0,,,
354,NESINA,discontinuous,0,17,0,,0,,,
355,GILENYA,all,48,43,42,1.0,6,0.9767441860465116,0.875,0.923076923076923
356,GILENYA,exact-meddra,36,43,35,,1,,0.9722222222222222,
357,GILENYA,non-meddra,12,43,7,,5,,0.5833333333333334,
358,GILENYA,negated,0,43,0,,0,,,
359,GILENYA,discontinuous,4,43,1,,3,,0.25,
360,HALAVEN,all,62,52,45,7.0,17,0.8653846153846154,0.7258064516129032,0.7894736842105263
361,HALAVEN,exact-meddra,54,52,43,,11,,0.7962962962962963,
362,HALAVEN,non-meddra,8,52,2,,6,,0.25,
363,HALAVEN,negated,0,52,0,,0,,,
364,HALAVEN,discontinuous,1,52,0,,1,,0.0,
365,INTELENCE,all,77,65,63,2.0,14,0.9692307692307692,0.8181818181818182,0.8873239436619719
366,INTELENCE,exact-meddra,64,65,59,,5,,0.921875,
367,INTELENCE,non-meddra,13,65,4,,9,,0.3076923076923077,
368,INTELENCE,negated,0,65,0,,0,,,
369,INTELENCE,discontinuous,7,65,0,,7,,0.0,
370,AMYVID,all,23,18,18,0.0,5,1.0,0.782608695652174,0.878048780487805
371,AMYVID,exact-meddra,22,18,17,,5,,0.7727272727272727,
372,AMYVID,non-meddra,1,18,1,,0,,1.0,
373,AMYVID,negated,0,18,0,,0,,,
374,AMYVID,discontinuous,0,18,0,,0,,,
375,ULESFIA,all,17,19,16,3.0,1,0.8421052631578947,0.9411764705882353,0.8888888888888888
376,ULESFIA,exact-meddra,16,19,15,,1,,0.9375,
377,ULESFIA,non-meddra,1,19,1,,0,,1.0,
378,ULESFIA,negated,0,19,0,,0,,,
379,ULESFIA,discontinuous,1,19,0,,1,,0.0,
380,OTEZLA,all,30,26,26,0.0,4,1.0,0.8666666666666667,0.9285714285714286
381,OTEZLA,exact-meddra,26,26,25,,1,,0.9615384615384616,
382,OTEZLA,non-meddra,4,26,1,,3,,0.25,
383,OTEZLA,negated,0,26,0,,0,,,
384,OTEZLA,discontinuous,0,26,0,,0,,,
385,ILARIS,all,50,37,31,6.0,19,0.8378378378378378,0.62,0.7126436781609196
386,ILARIS,exact-meddra,28,37,23,,5,,0.8214285714285714,
387,ILARIS,non-meddra,22,37,8,,14,,0.36363636363636365,
388,ILARIS,negated,1,37,0,,1,,0.0,
389,ILARIS,discontinuous,9,37,2,,7,,0.2222222222222222,
390,NATAZIA,all,59,53,51,2.0,8,0.9622641509433962,0.864406779661017,0.9107142857142857
391,NATAZIA,exact-meddra,43,53,37,,6,,0.8604651162790697,
392,NATAZIA,non-meddra,16,53,14,,2,,0.875,
393,NATAZIA,negated,0,53,0,,0,,,
394,NATAZIA,discontinuous,4,53,3,,1,,0.75,
395,DIFICID,all,25,25,25,0.0,0,1.0,1.0,1.0
396,DIFICID,exact-meddra,20,25,20,,0,,1.0,
397,DIFICID,non-meddra,5,25,5,,0,,1.0,
398,DIFICID,negated,0,25,0,,0,,,
399,DIFICID,discontinuous,0,25,0,,0,,,
400,ONFI,all,54,52,47,5.0,7,0.9038461538461539,0.8703703703703703,0.8867924528301887
401,ONFI,exact-meddra,48,52,45,,3,,0.9375,
402,ONFI,non-meddra,6,52,2,,4,,0.3333333333333333,
403,ONFI,negated,0,52,0,,0,,,
404,ONFI,discontinuous,3,52,0,,3,,0.0,
405,TECFIDERA,all,22,17,15,2.0,7,0.8823529411764706,0.6818181818181818,0.7692307692307693
406,TECFIDERA,exact-meddra,15,17,15,,0,,1.0,
407,TECFIDERA,non-meddra,7,17,0,,7,,0.0,
408,TECFIDERA,negated,0,17,0,,0,,,
409,TECFIDERA,discontinuous,1,17,0,,1,,0.0,
410,DYSPORT,all,84,83,65,18.0,19,0.7831325301204819,0.7738095238095238,0.7784431137724551
411,DYSPORT,exact-meddra,70,83,58,,12,,0.8285714285714286,
412,DYSPORT,non-meddra,14,83,7,,7,,0.5,
413,DYSPORT,negated,0,83,0,,0,,,
414,DYSPORT,discontinuous,17,83,4,,13,,0.23529411764705882,
415,ZYTIGA,all,61,48,47,1.0,14,0.9791666666666666,0.7704918032786885,0.8623853211009173
